WYA2001 0    3224    3065     307     288      53      57      12      12     165     166       7       7      51      44       5       5
WYA2001 1    3182    3021     307     288      48      52      12      12     156     154       7       7      49      42       5       5
WYA2001 2    3166    3003     310     291      46      49      13      12     153     151       7       7      49      44       5       5
WYA2001 3    3156    2993     311     293      44      46      13      12     150     148       7       6      50      44       5       5
WYA2001 4    3186    3024     315     298      42      44      13      13     147     145       6       6      50      44       5       5
WYA2001 5    3193    3029     313     296      41      43      13      13     146     143       6       6      52      44       5       5
WYA2001 6    3176    3010     308     291      37      38      13      12     137     133       6       6      49      43       5       5
WYA2001 7    3236    3021     342     283      35      34       8       8     107     126      19      17      49      42       4       4
WYA2001 8    3116    2994     302     283      35      33      17       9     123     128      14      18      44      47       5       6
WYA2001 9    3448    3219     327     324      43      37      19      23     168     183      11      23      45      33       5       8
WYA200110    3545    3432     308     314      30      26      16      14     116     108      21      13      48      43       6       9
WYA200111    3546    3440     376     325      44      48      10      13     151     130      14      10      40      36       6       5
WYA200112    3510    3285     346     319      43      42      19      14     142     147      17      14      45      46       5       5
WYA200113    3536    3326     325     329      45      41      11      12     139     144      13      12      42      41       6       7
WYA200114    3586    3468     348     327      53      40      12      13     149     126      11      16      41      38       5       5
WYA200115    3629    3542     321     329      38      39      14      10     146     145       8      12      42      42       8       7
WYA200116    3786    3569     306     319      40      33      11      13     142     141      16      18      44      40       8       5
WYA200117    3801    3481     332     318      42      41      11      11     140     130      11      10      39      42       4       5
WYA200118    3841    3519     323     315      42      33      10      11     126     129      10      17      37      36       9       3
WYA200119    3919    3765     328     336      40      36      13      11     127     127      11       9      37      37       6       5
WYA200120    3808    3651     344     329      47      36      12       9     117     119      11      14      44      33       6       6
WYA200121    3826    3598     315     332      50      41      12      14     124     122      10      15      40      36       5       8
WYA200122    3530    3358     299     288      48      36       9      10     116     107       9       8      40      30       5       5
WYA200123    3396    3278     308     306      49      35       8      12     100     107       8       7      36      37       5       8
WYA200124    3459    3242     293     298      52      40       9       9      95      97       6      11      40      36       4       6
WYA200125    3231    3044     285     284      51      35      12       9      92      91       6       9      43      44       5       7
WYA200126    3184    3076     275     288      51      36       8       9      86      92       5       7      39      43       5       6
WYA200127    3016    2982     274     276      51      29       7      10      90      83       9       9      41      43       5       5
WYA200128    2809    2793     247     276      48      32       8      10      91      85       7       7      42      44       4       5
WYA200129    3058    3140     274     284      50      30       9      14     106      80       5       6      50      52       9       8
WYA200130    3057    3117     283     270      60      35      10      10      86      98       7       7      51      50       5       5
WYA200131    2860    2924     232     261      50      32       8       9      90      89       7       2      42      55       4       5
WYA200132    2668    2742     233     220      44      29       9      11      72      83       4       7      43      42       5       8
WYA200133    2514    2600     233     228      39      32       9       8      75      81       7       5      36      43       4       3
WYA200134    2639    2689     236     216      46      28       8      13      71      78       5       2      42      43       5       4
WYA200135    2653    2716     234     230      40      34       9       9      63      79       7       5      35      43       4       5
WYA200136    2878    2889     253     218      44      30       8       9      56      71       4       7      32      38       3       5
WYA200137    3118    3111     242     227      38      30       7       6      62      75       8       6      36      41       3       3
WYA200138    3108    3080     220     216      42      34       9       8      64      68       5       5      40      38       3       5
WYA200139    3699    3628     259     242      39      28       9       9      86      80       7       5      39      42       3       3
WYA200140    3712    3598     237     242      42      39       8       7      78      91       7       6      41      36       5       6
WYA200141    3786    3677     246     236      38      32       7       8      86      73       9       4      34      43       4       3
WYA200142    3860    3683     250     231      45      33      10       7      71      79       5       7      38      33       4       3
WYA200143    3897    3754     238     200      41      34       9       6      82      80       9       8      38      38       4       4
WYA200144    4262    3983     224     221      40      33       7       8      69      69       6       6      38      31       3       7
WYA200145    4052    3901     232     205      40      27       7       5      64      63       3       4      30      34       2       4
WYA200146    4043    3758     201     185      45      32       4       4      52      61       8       6      29      43       4       3
WYA200147    4077    3791     202     190      28      29       4       5      67      61       7       7      24      41       2       3
WYA200148    3855    3596     187     184      31      20       3       5      57      62       5       5      28      34       6       2
WYA200149    4077    3918     184     202      33      24       8       3      65      72       3       5      25      38       2       3
WYA200150    3743    3536     188     172      30      19       5       4      46      65       4       3      26      39       2       2
WYA200151    3469    3458     157     154      17      19       2       2      51      63       4       7      20      36       3       2
WYA200152    3345    3331     160     156      21      21       3       3      43      44       4       6      21      33       2       3
WYA200153    3430    3274     138     134      12      11       6       3      49      60       5       3      13      27       4       2
WYA200154    3665    3503     131     132      22      20       3       2      37      53       2       6      21      27       2       4
WYA200155    2442    2450     113     109      13       9       2       4      43      46       4       2       7      25       1       2
WYA200156    2647    2565     128     105      16       9       1       2      41      42       2       4      17      27       0       1
WYA200157    2642    2659     108     124       8       5       3       2      43      39       4       1      12      22       0       4
WYA200158    2593    2577     100      93      15      12       1       2      31      36       2       1      11      19       1       2
WYA200159    2339    2349     105      98      12       7       1       2      35      41       2       4      10      26       3       1
WYA200160    2121    2196      88      97       9       8       2       2      27      35       1       2      13      21       0       2
WYA200161    2032    2086      96     103      10      10       1       1      30      30       2       4       9      18       3       0
WYA200162    1963    2054      81      87       9       9       1       1      25      31       0       5      13      14       2       0
WYA200163    1910    2028      83      79       6       8       0       1      27      24       4       1      11      18       0       0
WYA200164    1872    1928      80      68      12      11       1       1      22      26       2       3      10      19       0       1
WYA200165    1778    1803      88      96       7       9       0       1      16      25       2       3       7      22       2       0
WYA200166    1724    1817      76      70       9       9       0       1      23      32       3       0      11      14       2       2
WYA200167    1656    1686      63      65       5       5       0       1      18      25       1       0       8      13       1       0
WYA200168    1565    1620      77      65       9       9       0       0      15      24       1       1      11      13       2       0
WYA200169    1620    1657      66      50       4       8       2       0      17      23       1       1       7      15       2       1
WYA200170    1669    1704      61      56       5       8       0       0      13      17       3       0      12      13       2       1
WYA200171    1563    1667      55      50       3      10       0       1      18      14       1       1       3      11       1       1
WYA200172    1586    1659      42      53       9       6       0       2      13      12       0       3       5      12       2       0
WYA200173    1386    1509      55      42       4       7       1       0      13       7       1       3       6       8       0       1
WYA200174    1234    1427      31      54       5       4       1       0       7      13       1       0       6       7       1       0
WYA200175    1216    1427      40      46       3       7       0       1       8      13       1       1       4       7       1       1
WYA200176    1219    1391      32      30       4       7       0       0      10      12       0       1       5       7       0       0
WYA200177    1145    1340      45      46       3       6       0       1      11      10       2       2       6       5       1       0
WYA200178    1114    1324      30      37       4       3       0       1       8       7       1       2       8       7       1       1
WYA200179     969    1260      24      37       4       6       1       0       8       9       2       3       2       6       2       0
WYA200180     877    1154      28      34       7       8       1       0       5      12       0       0       6       3       0       1
WYA200181     753    1094      12      38       3       7       1       0       6       7       0       1       2       4       1       0
WYA200182     682    1011      16      20       2       3       0       0       3       5       1       2       3       2       0       0
WYA200183     590     902      15      18       2       6       0       0       6       5       1       0       1       3       0       1
WYA200184     522     838      14      19       4       5       0       0       5       5       0       0       2       3       1       0
WYA200185    2166    4966      51     110      12      21       1       1       7      27       1       4       6       9       1       2
WYA2002 0    3279    3117     318     299      54      58      13      12     172     172       8       7      53      46       5       5
WYA2002 1    3237    3073     319     300      51      55      13      12     164     162       7       7      51      44       5       5
WYA2002 2    3222    3056     323     303      48      51      13      13     160     158       7       7      51      45       5       5
WYA2002 3    3207    3041     324     305      46      48      14      13     157     156       7       7      51      46       5       5
WYA2002 4    3232    3069     328     311      45      47      14      13     155     152       7       6      52      46       6       5
WYA2002 5    3235    3069     326     309      43      44      14      13     152     149       7       6      53      46       6       5
WYA2002 6    3244    3084     327     309      41      43      14      13     147     144       6       6      52      45       6       5
WYA2002 7    3236    3065     322     304      38      40      14      13     141     137       6       6      51      45       6       5
WYA2002 8    3162    2959     341     285      35      34       9       9     108     126      18      17      49      42       5       5
WYA2002 9    3392    3247     339     316      40      37      19      11     137     141      15      20      51      52       6       7
WYA200210    3520    3286     342     339      43      38      20      23     174     188      12      23      48      37       6       9
WYA200211    3546    3437     317     323      31      31      16      14     120     111      20      13      49      45       6      10
WYA200212    3573    3467     382     336      45      49      12      14     158     140      14      11      43      40       6       6
WYA200213    3589    3364     359     331      43      43      19      15     150     154      17      14      48      48       6       6
WYA200214    3590    3370     336     338      50      42      12      13     144     147      13      12      44      43       6       7
WYA200215    3569    3439     350     329      52      40      13      14     151     130      11      16      41      39       5       5
WYA200216    3624    3511     326     334      38      38      14      11     144     142       8      11      43      41       8       7
WYA200217    3825    3588     317     325      41      34      12      14     145     144      16      18      44      41       8       5
WYA200218    3669    3411     326     316      42      40      11      11     128     123       9      10      36      40       4       5
WYA200219    3968    3674     343     337      45      35      12      12     132     138      10      18      42      40       9       4
WYA200220    3880    3724     335     338      44      37      14      12     125     124      10       9      39      37       6       5
WYA200221    3710    3549     342     329      50      38      12       9     121     121      10      13      46      35       6       6
WYA200222    3696    3493     313     327      53      41      12      14     122     120      10      14      41      37       5       8
WYA200223    3446    3305     299     290      51      38       9      10     117     108       9       8      43      37       5       5
WYA200224    3437    3328     315     315      51      37       9      13     104     111       8       7      39      40       6       9
WYA200225    3400    3219     294     301      53      40       9      10      97      98       6      10      43      42       5       6
WYA200226    3183    3045     286     292      51      35      12       9      93      93       6       8      44      44       5       7
WYA200227    3200    3094     285     295      52      36       8      10      89      94       5       7      42      44       5       7
WYA200228    2857    2844     264     269      49      29       7      10      84      79       8       8      38      41       5       5
WYA200229    3080    3057     277     304      52      37       9      12     104      98       8       8      51      55       5       6
WYA200230    3020    3114     275     285      49      30       9      13     101      79       5       6      48      50       9       7
WYA200231    3019    3083     281     270      58      35      10      10      87      98       6       7      50      50       5       5
WYA200232    2912    2978     241     268      50      33       9      10      92      91       7       2      44      55       5       5
WYA200233    2709    2791     241     227      45      30       9      11      72      83       4       7      42      42       5       8
WYA200234    2669    2719     249     240      42      34      10       8      81      86       8       5      41      48       5       4
WYA200235    2670    2731     240     222      46      28       8      13      72      79       5       3      43      43       5       4
WYA200236    2660    2723     238     233      40      33       9       9      63      78       7       5      35      42       4       5
WYA200237    2956    2968     260     226      45      31       9      10      60      75       5       7      34      40       4       6
WYA200238    3000    3000     235     221      38      29       7       6      60      72       8       5      36      39       3       3
WYA200239    3511    3446     252     244      47      39      11       9      76      79       6       6      46      43       4       6
WYA200240    3618    3577     255     239      38      28       9       9      84      79       7       5      39      42       3       3
WYA200241    3652    3558     235     240      41      38       8       7      77      91       7       6      41      37       5       6
