VTA2001 0    3729    3524      29      28      19      18       3       3       8       8       0       0      47      44       1       1
VTA2001 1    3749    3544      31      30      19      19       3       3       8       8       0       0      48      43       1       1
VTA2001 2    3804    3593      34      33      19      19       4       3       9       9       1       0      50      46       1       1
VTA2001 3    3856    3645      36      35      20      20       4       4       9       9       1       0      52      48       1       1
VTA2001 4    3958    3742      38      36      20      20       4       4       9       9       1       0      54      50       1       1
VTA2001 5    4009    3790      39      37      20      20       4       4      10       9       1       0      54      50       1       1
VTA2001 6    3872    3644      38      36      19      19       4       4       8       8       1       0      50      48       1       1
VTA2001 7    3801    3657      34      32      17      19       9       4      12       8       0       0      46      65      10       1
VTA2001 8    3705    3525      39      41      23      25       4       5       9       9       0       3      60      54       1       1
VTA2001 9    4135    3899      46      38      23      20       9       4      15       9       1       0      41      56      16       8
VTA200110    4363    4088      57      54      26      22       5      12       9      17       1       0      55      52       4       7
VTA200111    4588    4362      52      46      35      29       6       5      17      13       1       0      56      52       1       1
VTA200112    4566    4306      48      48      41      35       4       4      17      17       1       0      60      55       1       2
VTA200113    4570    4415      56      57      35      35       5       5      19      15       1       1      61      62       1       1
VTA200114    4655    4413      47      60      38      35       4       5      22      20       1       3      59      70       1       2
VTA200115    4729    4376      49      49      39      30       6       4      22      14       1       0      59      59       1       2
VTA200116    4644    4379      53      56      31      28       7       5      17      21       0       1      57      60       1       1
VTA200117    4499    4257      50      60      33      29       6       5      21      17       1       2      54      62       1       1
VTA200118    4425    4285      46      55      31      29       6       5      17      21       2       0      48      47       1       1
VTA200119    4614    4353      63      55      32      30       6       6      18      19       1       1      51      56       1       1
VTA200120    4330    4120      58      55      30      27       5       5      16      16       1       1      59      62       1       1
VTA200121    4194    4011      58      46      27      26       7       6      18      19       0       0      53      58       1       1
VTA200122    3801    3725      47      45      27      25       6       4      13      17       2       0      48      55       1       1
VTA200123    3558    3528      46      45      22      26       5       5      19      14       0       1      46      53       1       1
VTA200124    3475    3543      48      44      21      24       5       4      16      15       1       2      46      54       1       1
VTA200125    3307    3308      46      47      21      23       5       4      16      16       1       0      43      52       1       1
VTA200126    3350    3354      45      39      20      20       4       4      14      13       0       0      46      55       1       1
VTA200127    3255    3286      42      44      22      25       4       3      18      13       0       1      38      66       1       1
VTA200128    3231    3234      43      37      21      20       3       3      14      16       1       0      42      57       1       1
VTA200129    4153    4219      51      55      26      29       6       7      17       9       0       1      42      73       2       3
VTA200130    4649    4772      58      68      32      31       4       5      13      18       2       2      68      79       1       1
VTA200131    4532    4700      64      41      33      29       5       4      18      14       1       0      69      82       1       2
VTA200132    4400    4626      58      49      29      24       3       4      16      19       1       0      72      76       2       5
VTA200133    4113    4356      53      43      25      27       6       4      14      13       0       1      59      65       3       1
VTA200134    4149    4325      50      51      27      23       4       3      16      16       0       1      53      61       1       1
VTA200135    4173    4340      57      46      24      23       4       6      17       7       1       0      47      57       3       1
